20000
3 0
375000 0.23 523609
649900 0.18 1.79886e+06
420000 0.18 694698
450000 0.26 332151
285000 0.28 892594
169900 0.05 1.0324e+06
320000 0.11 1.62899e+06
289900 0.11 695688
279900 0.15 1.7592e+06
1.35e+06 3.93 1.2738e+06
375000 0.18 732527
289000 0.14 1.36926e+06
774999 0.52 1.5668e+06
180200 0.07 1.01116e+06
579900 0.26 481129
399000 4.2 1.56355e+06
589900 0.73 1.20394e+06
389900 0 890126
799000 0.64 1.67029e+06
875000 5.28 1.47203e+06
425000 0.18 1.49271e+06
5.8e+06 0.13 1.29728e+06
830000 0.04 1.43746e+06
875000 0.12 1.41765e+06
549900 0.23 1.45097e+06
664900 0.09 631101
725000 0.3 586910
3.299e+06 0.74 1.48671e+06
509900 0.23 1.13853e+06
1.49999e+06 0.08 1.52106e+06
1.6e+06 0.08 892548
1.455e+06 0.09 893946
1.589e+06 0.04 260664
578000 0.03 597071
490000 0.18 423561
675000 0.37 1.76147e+06
569900 1.5 1.67058e+06
450000 0.27 16730
1.295e+06 0.36 1.66765e+06
525000 0.14 1.27285e+06
5.3e+06 0.29 1.44815e+06
3e+06 15.07 1.77437e+06
550000 0.51 793303
409900 0.25 301917
770000 0.16 1.37274e+06
472000 0.92 1.66832e+06
310000 0.14 1.66069e+06
354900 0.36 1.80417e+06
689000 0.48 14023
1.75e+06 0.4 791341
624900 0.81 1.4023e+06
555000 0.35 15688
2.495e+06 2.35 821476
349900 0.18 427512
675000 0.52 1.12156e+06
519000 0.48 501096
459000 0.09 1.62951e+06
3.495e+06 1.22 1.05331e+06
5.4e+06 1.73 1.41741e+06
925000 3.01 919663
4.599e+06 0.33 1.56223e+06
2.7e+06 1.52 1.30666e+06
350000 0.35 1.47019e+06
399000 0.23 1.44853e+06
795000 0.22 764816
1.995e+06 1.64 804343
344000 0.06 281060
759000 0.18 920327
660000 0.11 491224
699900 0.07 1.33548e+06
419900 0.11 558473
185000 0.14 1.67012e+06
479000 0.22 466197
500000 0.28 1.05321e+06
2.25e+06 0.22 1.64587e+06
2.995e+06 1.4 558669
239900 0.07 1.13768e+06
549000 0.24 249562
3.45e+06 0.57 1.67174e+06
252000 0.22 1.58502e+06
259900 0.2 192271
280000 0.44 1.1388e+06
229900 0.17 1.82652e+06
325000 0.27 919194
220000 0.16 520245
299900 0.43 695637
850000 0.2 1.35428e+06
719000 2.5 686
107500 0.08 388244
2.9e+06 85.5 2684
450000 0.11 1.07134e+06
575000 1 1.40738e+06
585000 3.58 684758
239900 0.09 1.22953e+06
349900 6.5 1.08905e+06
749900 0.21 1.66769e+06
889000 0.12 15295
275000 0.47 131206
75000 1.2 1.35422e+06
1.2e+06 1.22 331190
750000 0.69 482152
295000 4.95 764768
425000 2.2 997414
835000 2.03 1.31322e+06
419900 0.18 1.67053e+06
438800 1.17 1.89939e+06
849000 1.77 914091
2.998e+06 1.8 384790
299900 0.07 1.16174e+06
150000 0.59 1.07013e+06
549000 0.45 598226
519900 0.7 1.88808e+06
350000 0.05 1.38286e+06
374000 3.8 1.51162e+06
2.1e+06 46.5 1.56216e+06
615000 0.49 1.6285e+06
795000 0.49 1.62852e+06
345000 0.21 48893
299000 0.63 116067
279900 1.8 76358
289000 1 562224
1.5e+06 106 381334
399999 0.3 1.42788e+06
295000 1.4 508770
499900 8.78 1.73586e+06
995000 21 1.40629e+06
259000 2 1.38056e+06
624900 4.2 1.10941e+06
70000 0.25 1.19256e+06
259000 1 1.19372e+06
85000 1.8 453413
85500 0.8 1.02833e+06
110000 16 1.91617e+06
589000 1.15 501449
180000 0.5 470150
150000 2.34 1.8261e+06
149900 0.14 436435
395000 3.5 1.98849e+06
169900 1.8 235034
1.099e+06 26.9 1.67177e+06
139000 1.07 20472
154900 0.13 420923
449000 4.89 757771
749000 18.16 1.48463e+06
895000 12 795253
31500 0.12 330858
47000 0.23 1.52175e+06
350000 2.41 732135
179999 0.25 1.14013e+06
155000 15.81 378625
289900 6.4 1.62485e+06
1.4999e+06 0.37 1.73926e+06
239953 0.3 800756
179900 0.38 1.73287e+06
165000 1.5 1.07157e+06
355000 0.29 601201
234900 0.08 1.0894e+06
289900 0.41 438878
489900 1 1.61651e+06
49000 0.18 866785
325000 1.6 1.74973e+06
225000 0.23 159792
429000 3 680743
89000 0.5 1.83178e+06
320000 0.38 1.69841e+06
599000 1.78 1.3073e+06
567900 1.06 1.19216e+06
449900 0.42 828352
1.499e+06 1.6 1.72562e+06
354900 0.12 1.11633e+06
280000 0.14 1.62915e+06
275000 0.23 918435
299000 0.28 12108
335900 0.23 648686
193353 0.6 1.06236e+06
289900 0.29 893327
374000 0.6 1.2525e+06
150000 0.14 1.68569e+06
130000 1.02 101106
189900 0.09 871907
410000 0.22 820909
695900 1.04 1.30621e+06
264000 0.38 1.53942e+06
145000 0.23 1.43737e+06
775000 0.92 385684
269900 0.21 871224
439900 1.75 330973
700000 0.18 1.51149e+06
465500 4.87 703565
190000 0.16 1.51126e+06
1.245e+06 0.5 1.22986e+06
299000 1.45 1.07132e+06
475000 0.17 437133
900000 1.08 1.92208e+06
799000 1.8 1.91872e+06
379900 0.36 1.90036e+06
699900 1.9 1.91873e+06
1.98553e+06 0.12 76906
416000 0.69 1.01635e+06
240000 0.18 876214
279000 0.06 600191
450000 4 852979
430000 0.4 1.39646e+06
199999 0.32 804600
659000 1.95 1.26049e+06
299000 1.5 1.4523e+06
349900 0.12 1.48708e+06
399900 0.79 1.10086e+06
375000 0.27 300210
220000 0.05 1.49614e+06
275000 0.09 999957
500000 0.22 98413
375000 0.24 1.10222e+06
649000 3.02 905501
525000 2.73 1.16914e+06
900000 8.33 1.29785e+06
705000 2.33 1.44826e+06
690000 0.53 14172
289000 0.52 821025
1.25e+06 6.1 1.27313e+06
365000 0.95 1.29791e+06
455000 0.42 598211
539000 0.9 652531
475000 1.04 1.02594e+06
400000 0.29 1.14241e+06
289900 0.22 954869
2.7e+06 13.34 1.76089e+06
849000 3.24 196918
424500 0.67 861890
300000 0.39 1.66771e+06
334990 0.11 1.25714e+06
419000 0.3 1.67013e+06
499999 0.5 523142
1.2e+06 0.57 596705
640000 0.57 1.63983e+06
7.5e+06 2.08 198259
1.05e+06 0.32 861020
1.65e+06 2 1.30966e+06
475000 1.15 732138
3.795e+06 4.76 387960
7.45e+06 3.12 891435
2.85e+06 1.02 14660
920000 1.04 1.3117e+06
1.625e+06 2.02 1.80165e+06
1.7e+06 0.37 891504
815000 2 524418
959000 0.46 1.05268e+06
575000 2.09 870434
1.638e+06 2.24 1.00988e+06
545000 0.17 1.40699e+06
215000 0.12 1.1419e+06
379900 0.08 151918
5.995e+06 1 523164
508000 0.24 560887
499000 0.1 645535
939000 0.22 84835
750000 0.15 522764
225000 0.14 836864
1.085e+06 0.17 1.45086e+06
690000 0.11 1.10477e+06
999900 0.14 783902
169000 0.5 1.49961e+06
329000 0.1 1.12179e+06
400000 0.1 10341
400000 0.08 1.02173e+06
2.195e+06 0.77 1.1252e+06
1.75e+06 7.1 1.13909e+06
759900 0.14 560890
1.75e+06 0.06 1.70873e+06
799000 0.05 1.20988e+06
325000 0.05 1.18621e+06
6.499e+06 0.06 58015
925000 0.05 345623
2.85e+06 2.03 1.73346e+06
645000 1.38 1.32569e+06
4.2e+06 0.03 1.81257e+06
549000 0.23 598747
649999 0.03 1.12258e+06
775000 0.17 732117
295000 0.17 1.8182e+06
799000 0.04 532508
799000 0.11 940471
749000 0.07 31873
999000 0.23 1.36784e+06
649500 0.17 1.40796e+06
1.49e+06 0.04 765696
988000 0.06 1.65366e+06
1.35e+06 3.05 1.7225e+06
1.39e+06 0.06 1.51172e+06
450000 0.2 243872
689000 0.17 919910
550000 2.2 1.30554e+06
599000 0.05 386059
1.495e+06 0.06 1.08643e+06
400000 0.11 1.71713e+06
1.825e+06 0.17 1.58483e+06
529000 0.11 1.18244e+06
429900 0.18 1.35445e+06
439900 0.18 1.71696e+06
499900 0.15 1.63787e+06
839000 0.04 1.50031e+06
1.6e+06 0.07 958930
899000 1.01 1.4494e+06
1.7e+06 0.44 113064
419000 0.05 58971
419000 0.08 1.06795e+06
269000 1.2 1.54935e+06
499900 0.07 1.30156e+06
699000 0.07 1.73247e+06
550000 0.91 1.41749e+06
3.895e+06 0.68 1.52115e+06
399000 0.22 124871
399999 0.13 279532
350000 0.11 1.36861e+06
550000 0.5 6926
550000 0.2 979362
409000 0.07 428637
505000 0.29 1.01102e+06
439999 0.2 56549
465000 0.11 1.54555e+06
650000 5.14 212520
270000 0.11 817922
550000 0.23 46760
995000 0.19 1.50623e+06
349900 0.08 265118
549900 0.17 687469
689000 0.04 430464
1.445e+06 0.03 547991
3.75e+06 0.09 375123
8.2e+06 0.06 1.16941e+06
4.8e+06 0.02 1.12536e+06
1.775e+06 0.36 321582
1.28889e+06 0.07 827887
369900 0.05 694803
359000 0.23 419955
5.599e+06 0.46 1.58458e+06
1.849e+06 0.05 1.69976e+06
499900 0.42 1.1895e+06
1.995e+06 0.35 1.1064e+06
928000 0.19 1.24634e+06
899000 0.06 1.32528e+06
885000 0.13 1.70485e+06
599900 0.08 508856
449000 0.04 1.25867e+06
599000 0.06 100302
1.1e+06 0.08 1.05409e+06
1.699e+06 0.04 1.56116e+06
649000 0.06 541665
4.595e+06 0.28 883680
650000 0.45 342149
675000 0.06 935259
738000 1.19 322205
425000 0.06 1.47003e+06
139500 0.02 647341
1.39e+06 0.03 603585
799000 0.04 894505
1.1e+06 0.08 202545
1.25e+06 0.08 390856
925000 0.07 297272
479000 0.17 548101
980000 0.04 906900
379000 0.06 1.59802e+06
1.59e+06 0.06 499078
499000 0.11 635226
989000 0.12 371650
1.75e+06 3.2 1.38196e+06
1.1e+06 0.14 847573
425000 0.04 926031
350000 0.14 1.5115e+06
999000 0.04 1.41748e+06
419900 0.16 1.57713e+06
1.3e+06 0.1 1.80603e+06
300000 0.06 423756
770000 0.11 388235
375900 0.17 1.21232e+06
449000 0.18 1.66042e+06
338000 0.23 821568
295999 0.15 1.82498e+06
410000 0.13 732345
2.58e+06 0.08 1.64793e+06
299000 0.11 1.67024e+06
550000 0.19 916662
449900 0.14 1.76047e+06
294900 0.01 1.4523e+06
490000 0.35 747881
435000 0.03 847102
169950 0.01 18639
344500 0.4 381741
450000 0.11 1.81545e+06
675000 0.09 1.1229e+06
329900 0.05 1.13427e+06
1.099e+06 0.06 293113
470900 0.22 427254
715000 0.2 1.12265e+06
1.3499e+06 0.47 804391
2.3e+06 0.03 898167
3.199e+06 0.09 964822
1.2249e+06 0.16 793583
1.229e+06 0.09 785536
488888 0.03 833363
249000 0.34 438001
180000 0.16 525143
219000 0.35 630421
679000 0.85 1.56516e+06
509000 0.27 332302
235000 0.27 1.67003e+06
599000 3.58 921128
332000 0.39 92451
225000 1.74 15309
850000 3.74 955265
295000 0.18 1.17526e+06
324900 0.12 268989
824000 2.52 596972
199900 0.16 1.27334e+06
499000 3.75 1.10684e+06
315000 0.18 1.08815e+06
869000 1.15 483391
230000 0.23 115380
449000 0.23 1.66863e+06
899900 7.5 1.79876e+06
310000 0.23 1.75729e+06
489000 0.24 1.30882e+06
1.3e+06 1.54 438591
999000 0.21 1.5096e+06
239999 0.23 597068
599000 0.23 332270
895000 7.3 1.42374e+06
445500 0.22 1.45077e+06
449900 1 484827
799000 1 1.12143e+06
1.949e+06 1.03 915146
1.169e+06 0.11 1.43607e+06
525000 0.6 222337
650000 0.13 1.76084e+06
727000 0.34 1.30997e+06
450000 0.09 794165
365000 0.06 1.41786e+06
685000 0.54 1.66896e+06
449000 0.34 524389
978000 0.3 1.24603e+06
669999 0.26 1.58794e+06
850000 0.32 1.14079e+06
2.5e+06 0.7 1.76078e+06
999000 0.15 387131
714900 0.49 1.5831e+06
545000 0.35 1.30855e+06
799000 0.06 77326
295000 0.08 902130
1.4978e+06 0.21 848928
195000 1.39 919059
3.8e+06 3.14 871158
1.6e+06 0.85 916603
699900 0.39 473420
2.249e+06 0.41 478875
449000 0.15 1.54807e+06
3.275e+06 0.23 1.85207e+06
1.849e+06 1.73 915156
419000 0.07 1.67446e+06
625000 0.56 386993
1.699e+06 0.17 158658
1.1e+06 0.42 1.22936e+06
900000 0.52 196462
569000 0.14 851747
2e+06 1.08 781724
495000 0.22 1.7082e+06
349500 0.01 1.22984e+06
235000 0.3 485848
1.68e+06 0.49 596805
899000 0.09 1.4384e+06
359900 0.01 387367
86135 0.01 1.56702e+06
275000 0.16 1.50022e+06
849000 0.56 1.16941e+06
1.3999e+06 0.31 794654
799900 0.53 236715
275000 0.04 1.44916e+06
450000 0.17 862823
749000 0.09 1.3548e+06
225000 0.24 386711
325000 0.06 384882
660000 0.32 8513
349000 0.16 840143
300000 0.11 1.5665e+06
399900 0.11 653472
400000 0.21 822394
599999 0.28 999433
948000 0.06 542270
759900 0.05 874383
3.5e+06 0.12 751048
950000 0.05 637138
649999 1.03 1.01146e+06
625000 1.15 1.01123e+06
798000 0.06 621637
999999 0.06 810753
349900 0.11 1.66068e+06
279900 0.32 578146
549999 0.07 1.51081e+06
349000 0.08 630086
310000 0.04 458659
364900 0.72 985343
625000 0.58 6360
209900 0.3 1.23024e+06
440000 0.14 93877
219000 0.24 603852
199000 0.38 504960
329000 0.58 361149
410000 3.78 965821
241000 1 695741
309000 0.34 1.32708e+06
469900 0.65 67606
739900 2.62 508728
439000 0.51 447699
585000 3.06 268620
490000 0.13 112593
1.195e+06 2.38 491193
765000 0.65 482530
249900 0.08 1.73034e+06
265000 0.04 625492
95000 0.21 438989
294000 0.97 281651
524900 0.25 916478
425000 3.15 514966
375000 0.23 1.34763e+06
399900 0.3 1.016e+06
525000 0.32 429340
480000 0.46 602913
599000 0.06 415500
519900 1 259932
895000 85 1.67102e+06
320000 0.06 1.58566e+06
400000 0.14 1.14178e+06
839900 1.12 871452
719999 0.22 1.54014e+06
789000 0.18 653861
540000 0.13 115237
198000 1.26 1.60362e+06
1.895e+06 0.14 1.13723e+06
1.7e+06 0.11 914837
2.1e+06 0.09 1.66795e+06
2.299e+06 0.12 46868
1.399e+06 0.08 106064
2.5e+06 0.13 1.76094e+06
149900 0.2 197266
299000 0.29 1.41836e+06
310000 0.16 1.66707e+06
164900 0.03 1.57906e+06
150000 0.05 283735
180000 0.1 1.23818e+06
255000 0.34 269846
250000 0.46 1.01639e+06
314900 0.09 614075
2.495e+06 0.57 945897
650000 0.22 438468
399900 0.52 1.07173e+06
699900 2.45 105567
189900 0.15 1.04983e+06
723105 0.18 1.10627e+06
569000 0.26 917291
5e+06 1.78 1.75929e+06
599000 1.27 1.80888e+06
409000 0.16 1.43802e+06
355000 0.38 563807
699900 0.28 150295
275000 0.13 630968
239900 0.17 1.80847e+06
329900 1 85025
499000 0.34 1.31476e+06
459900 0.25 1.48666e+06
485000 0.14 1.03282e+06
237000 0.17 1.04463e+06
1.25e+06 0.53 753023
112000 0.13 221347
210000 0.05 1.12213e+06
280000 0.05 1.06143e+06
325000 0.18 1.58376e+06
475000 0.32 58324
250000 0.22 1.16189e+06
394900 0.26 1.01685e+06
416400 0.23 1.47027e+06
250000 0.3 430480
675000 1.44 16067
625000 0.04 834263
369900 0.25 326187
499000 0.08 366625
459900 1.35 759973
489900 0.31 1.2038e+06
775000 0.64 1.28627e+06
306000 0.26 47311
950000 1.02 198549
749000 1.3 7943
874900 0.51 915978
309900 0.34 1.27297e+06
194700 0.09 381669
349500 0.08 601677
2.9e+06 5.2 1.36909e+06
189900 0.08 530696
485900 0.1 237692
999999 2.81 142098
100000 0.03 646820
200000 0.04 744540
595000 1 207932
424900 0.17 799511
195000 0.05 870907
259900 0.13 956299
2.15e+06 10.31 873525
324900 0.06 155616
349900 0.15 381639
539000 0.49 794488
410000 0.27 1.01575e+06
159900 0.17 1.06006e+06
729730 0.18 1.03389e+06
249900 1.64 1.11071e+06
290000 0.12 921123
724900 1 113593
285000 0.14 384992
75000 0.03 1.75826e+06
869000 1 113583
219800 0.09 162673
275000 0.18 672948
219900 0.18 1.46159e+06
119900 0.05 537478
365000 0.28 1.65329e+06
170000 0.01 212797
390000 0.4 1.08888e+06
500000 2.51 1.44783e+06
525000 1.13 270110
299000 0.26 196719
327500 0.33 1.09033e+06
650000 0.3 871631
999000 1.14 1.59965e+06
399900 0.25 1.65302e+06
275000 0.29 718149
275000 0.14 821419
485000 0.15 1.33011e+06
449900 2.4 970079
719900 0.24 562177
525000 0.3 427000
247000 0.48 1.6293e+06
1.395e+06 0.09 167863
899000 0.07 1.74684e+06
340000 0.07 985845
260900 0.07 1.211e+06
480000 0.02 352186
155000 0.04 1.2498e+06
235000 0.08 901315
349900 0.02 509371
225000 0.05 861355
72900 0.02 1.53803e+06
2.2e+06 2.61 1.76436e+06
394900 0.07 561153
339000 0.05 979247
334900 0.03 1.1978e+06
224900 0.03 288597
650000 0.02 1.45847e+06
200000 0.03 1.72113e+06
99000 0.04 1.20297e+06
319900 0.32 1.03324e+06
339000 0.03 1.23709e+06
379900 0.58 619841
484900 0.03 1.79161e+06
525000 0.05 804152
429000 0.13 481169
165000 0.3 656249
170000 0.04 1.38495e+06
125000 0.05 138348
179900 0.26 563816
186000 0.08 236944
265000 0.04 251145
84900 0.02 1.23619e+06
388000 0.34 281132
229000 0.14 1.18267e+06
198804 0.02 1.71778e+06
525000 0.23 1.72826e+06
349900 0.08 1.50083e+06
309900 0.02 1.24844e+06
325000 0.09 94030
250000 0.08 356597
85000 0.02 542657
255000 0.06 51662
85000 0.02 976503
379000 0.02 1.36294e+06
140000 0.04 1.46305e+06
310000 0.02 701800
640000 0.03 403074
915000 0.02 450982
369900 0.11 1.22632e+06
149999 0.05 1.11744e+06
314900 0.02 756260
169900 0.05 1.58316e+06
395000 0.2 1.0312e+06
375000 0.06 667968
420000 0.22 601820
329000 0.1 1.72058e+06
250000 0.05 134275
249000 0.18 950177
170000 0.02 536200
350000 0.02 624367
279900 0.21 93836
309000 0.02 1.49125e+06
464900 0.02 611890
399900 0.25 1.7779e+06
725000 1.17 1.38298e+06
78000 0.02 1.69137e+06
189000 0.06 981853
148900 0.02 1.1873e+06
739900 0.69 936340
375000 0.2 423335
189000 0.29 339159
550000 0.89 523668
443900 0.08 1.43948e+06
515900 0.29 1.46681e+06
850000 1.64 1.22446e+06
394900 0.09 629227
180000 0.29 91770
471695 0.06 1.77415e+06
115500 0.05 1.47956e+06
399900 0.63 672760
879990 0.13 1.51925e+06
369900 0.24 1.67437e+06
182500 0.05 704497
475000 0.05 1.32671e+06
669000 0.33 875784
169900 0.04 807186
65000 0.03 158442
119000 0.03 744597
430000 0.27 822514
2.4599e+06 0 1.76964e+06
700000 0.2 1.32813e+06
449000 0.26 1.28599e+06
144000 0.07 1.35968e+06
174900 0.02 748454
245000 0.05 1.254e+06
249900 0.04 1.24062e+06
260000 0.13 1.807e+06
184900 0.04 1.52342e+06
145000 0.02 1.28225e+06
429900 0.21 1.78929e+06
229900 0.08 539619
125000 0.09 1.57299e+06
3.499e+06 0.15 759626
298500 0.02 996717
334900 0.2 979910
240000 0.18 732144
130000 0.01 865437
190000 0.14 952022
799900 0.03 235751
149900 0.38 853070
329000 0.14 1.01925e+06
144900 0.16 288141
649000 0.18 1.574e+06
475000 5 633484
995000 0.68 1.24865e+06
3.899e+06 0.17 686880
2.3999e+06 0.04 1.72022e+06
3.499e+06 0.11 522687
649000 0.11 254164
2.899e+06 0.11 17163
999000 0.13 753820
630000 1 1.21298e+06
1.24075e+06 0.1 1.57747e+06
259900 0.36 101017
725000 0.13 683861
369900 0.17 173459
369900 0.11 119495
1.4e+06 0.15 974662
649900 0.04 1.57293e+06
320000 4 249758
239900 0.42 32595
125000 0.64 753375
449900 0.44 190767
274900 9.72 547385
219000 0.1 1.47189e+06
220000 1.15 804289
449000 0.28 244324
449900 0.11 136414
849999 0.08 1.31015e+06
2.499e+06 0.11 684676
1e+06 2.5 1.00735e+06
565000 0.16 1.56892e+06
195000 0.04 720289
249000 0.14 596087
525000 0.22 1.52913e+06
929000 0.09 91689
1.1e+06 0.03 481790
999000 0.58 415501
985000 0.23 1.04141e+06
475000 0.01 1.00975e+06
249900 11.06 620943
400000 3 1.00567e+06
999900 0.39 595944
689999 0.1 1.67172e+06
1.31e+06 0.47 1.64518e+06
699999 0.05 1.80339e+06
899000 0.14 303087
385000 0.09 385600
1.78e+06 0.05 1.68645e+06
925000 0.07 420137
5.25e+06 0.05 1.49354e+06
339000 0.02 1.2303e+06
1.6e+06 0.17 1.72577e+06
699999 0.05 1.75229e+06
399000 0.01 427197
899000 0.05 272919
699900 0.06 482547
1.139e+06 0.1 160948
859000 0.1 870270
459000 0.11 366002
588000 0.02 935030
1.838e+06 0.09 614839
549999 0.03 187376
706000 0.06 1.54817e+06
1.098e+06 14.35 654730
499000 0.32 1.185e+06
449999 0.16 89459
5.48e+06 1.26 1.44655e+06
1.799e+06 0.57 595267
325000 4 1.42793e+06
389900 1.1 1.4502e+06
599000 0.28 1.55644e+06
520000 0.96 6796
429900 1.32 1.37032e+06
6.9e+06 6.29 378356
979000 0.15 101111
325000 0.33 331448
950000 3.13 1.52155e+06
1.1e+06 0.45 1.49934e+06
150000 0.34 361224
1.29e+06 2.12 890129
1.9999e+06 2.88 75887
274900 0.07 698304
395000 1 560851
325000 0.92 870105
469000 0.09 646393
2.995e+06 2 1.26046e+06
1.7e+06 1.01 198434
1.399e+06 0.55 1.4482e+06
350000 0.54 1.44793e+06
429000 1.1 398346
299000 3.3 1.47202e+06
110000 0.1 1.67006e+06
300000 0.45 1.45144e+06
479999 0.28 8570
539900 0.36 1.66834e+06
799000 43 574098
169000 0.11 1.44802e+06
420000 0.37 437827
389000 0.24 1.33639e+06
929000 0.06 1.02099e+06
1.5e+06 0.12 986539
525000 2.83 6491
3.388e+06 0.3 1.39552e+06
399900 0.04 185513
850000 0.09 1.41852e+06
649000 0.11 461394
3.585e+06 0.35 1.76081e+06
1.259e+06 0.04 1.28629e+06
1.3e+06 0.05 36193
1.35e+06 0.04 1.54894e+06
799000 0.25 440140
739999 0.14 1.51498e+06
3.58e+06 0.06 447844
850000 0.05 1.53182e+06
830000 0.05 801485
1.077e+06 0.04 1.45232e+06
1.175e+06 0.09 108638
449000 0.1 1.58373e+06
499900 0.12 1.3949e+06
2.89999e+06 2 822637
690000 0.06 1.73308e+06
799000 0.15 759987
460000 0.07 451622
589000 0.14 467123
529000 0.14 1.05386e+06
415000 0.14 983428
639000 0.18 1.2389e+06
675000 0.16 1.03331e+06
699000 0.33 653667
790000 0.16 561785
699000 0.15 1.53899e+06
589000 0.09 1.28572e+06
2.499e+06 0.05 479945
599000 0.05 231783
3.4e+06 0.04 1.03413e+06
788000 0.04 603867
870000 0.05 1.6155e+06
1.397e+06 0.06 679612
1.7e+06 0.04 819483
1.125e+06 0.08 1.62858e+06
674900 0.09 1.23316e+06
599000 0.05 394980
2.3e+06 0.06 1.73308e+06
1.28e+06 0.07 94114
618000 0.05 1.80189e+06
750000 0.05 1.76217e+06
769000 0.06 72790
579000 0.04 94124
578888 0.05 1.63816e+06
810000 0.06 1.82137e+06
735000 0.1 17815
769000 0.1 509173
1.999e+06 0.16 48994
2.5e+06 0.47 1.68091e+06
899000 0.07 463124
1.25e+06 0.04 93713
1.1e+06 0.06 192611
1.56e+06 0.04 1.76202e+06
500000 0.04 1.26484e+06
739000 0.14 1.53984e+06
729000 0.05 1.79152e+06
529999 0.3 653126
399000 0.09 119474
499999 0.17 891527
469990 0.03 211626
479000 0.25 1.80896e+06
625000 0.25 1.29712e+06
499000 0.11 1.76216e+06
569307 0.14 447079
299000 0.23 186771
560000 0.16 475930
574999 0.11 648582
779000 0.34 735271
999000 0.45 1.56496e+06
619000 0.18 783846
380000 0.18 1.76703e+06
580000 0.34 1.13682e+06
299000 0.32 402283
3.995e+06 2 1.39488e+06
360000 0.25 143346
889000 0.91 1.18639e+06
1.2e+06 0.19 1.4878e+06
625000 0.01 374624
680000 0.54 1.19286e+06
639000 0.39 1.4477e+06
549000 0.01 458619
988888 0.09 320456
500000 0.12 1.08844e+06
679990 0.97 1.82075e+06
1.349e+06 2 1.26968e+06
1.499e+06 2.29 602940
449999 0.14 1.54015e+06
275000 0.23 846929
379900 0.18 746240
399999 0.3 1.59779e+06
510000 0.27 281515
450000 0.19 961318
865000 0.48 1.66838e+06
489500 0.28 361487
529000 0.19 1.44644e+06
474900 0.28 798659
899000 0.46 1.91013e+06
2.1e+07 1.5 1.74583e+06
439000 0.36 1.53133e+06
699999 0.25 716348
480000 0.26 330114
1.275e+06 0.92 15663
3.6e+06 10.7 868215
415000 0.37 1.10516e+06
1.149e+06 0.32 1.14015e+06
